"","species","mean_depth","min_depth","max_depth","lower95_depth","upper95_depth","range_depth","range95_depth","mean_lat","mean_lon","weighted_depth","weighted_lat","weighted_lon","n_year","p","min_n","mean_n"
"55","rougheye and blackspotted rockfish",297.4172646,116.8339,864.9369,130.1256475,474.054485,748.103,343.9288375,45.70923722238,-124.70624499996,361.85084668338,45.8530422458568,-124.80794055605,16,0.0486141942322689,22,31.25
"56","roughtail skate",945.77871865285,75.7286,1271.1034,535.80765,1235.07415,1195.3748,699.2665,40.2958933712953,-123.387016613286,1007.59747944249,40.8417030414413,-123.826536861131,16,0.129296376868348,37,84.4375
"57","sablefish",491.722558014248,56.6928,1268.3896,83.0259425,1158.5922425,1211.6968,1075.5663,41.2635500149006,-123.60038508791,486.607214357716,42.0816185253703,-124.009916639678,16,0.65309025373978,307,421.125
"58","sand sole",68.2981774834437,56.6928,109.5577,57.58225,90.706275,52.8649,33.124025,43.1365103019205,-123.994917218344,66.2277196051431,42.9789166422835,-123.98690348869,16,0.014668439420506,3,9.4375
"59","sandpaper skate",284.577730144128,58.6842,1227.8694,79.1111,565.3873,1169.1852,486.2762,42.6155891172554,-123.865553851981,306.950739960002,42.9824348123968,-124.152362505257,16,0.317121211306497,156,203.8125
"60","sharpchin rockfish",209.807065759312,76.3244,454.5316,113.95555,363.2603675,378.2072,249.3048175,44.0945045367908,-124.526519420716,201.091141008289,44.2453394361662,-124.742227587289,16,0.0680173322326927,26,43.625
"61","shortbelly rockfish",166.522472336266,57.043,483.3,75.013,326.057245,426.257,251.044245,37.2938614641349,-121.923868523842,189.745485747094,36.5593540625297,-121.992343694546,16,0.0998242195114369,36,63.9375
"62","shortraker rockfish",417.221438461538,301.7,554.5678,316.66064,525.62377,252.8678,208.96313,45.2832264969231,-124.631858973077,393.713214345543,44.6118691517418,-124.75291356341,8,0.00141249144553843,0,0.8125
"63","shortspine thornyhead",612.544031105253,67.0615,1271.0456,179.340175,1184.23445,1203.9841,1004.894275,40.4533727693711,-123.192557898712,575.110235201892,41.2720096194582,-123.526956012481,16,0.512066965216891,216,331.9375
"64","slender sole",209.939114861509,56.9164,1054.4,72.11697,482.738365,997.4836,410.621395,41.8625614454556,-123.535338321095,195.856615764377,43.181034702372,-123.813265032057,16,0.506239668608226,238,327.1875
"65","snakehead eelpout",901.527178042498,62.8752,1263.7921,559.51922,1194.49424,1200.9169,634.97502,42.1638185948229,-124.311176397006,936.811553671318,42.3202953065805,-124.580269847942,16,0.150808043580045,62,97.0625
"66","speckled rockfish",116.067256,78.5804,151.3033,81.55676,150.50194,72.7229,68.94518,34.7515777784,-120.4500555556,111.057311166688,33.6974225680265,-118.583152310867,11,0.00248849255967777,0,1.5625
"67","splitnose rockfish",297.02022929008,67.7949,703.8,144.390435,476.65908,636.0051,332.268645,39.9139680301457,-122.773182364316,296.244799366235,39.2893684882238,-123.05228958689,16,0.206395995222975,99,132.9375
"68","spotted ratfish",186.220873291805,55.5792,1241.2252,66.3496,463.55266,1185.646,397.20306,41.2338939178003,-123.268207557358,180.338210837597,41.7224890565701,-123.533660406774,16,0.4967277992559,247,321.0625
"69","squarespot rockfish",103.798350617284,58.749,241.2,63.70038,201.5473525,182.451,137.8469725,34.6479492453086,-120.09032921784,94.3718000107928,34.8193633890499,-119.990923879378,16,0.0155258376424613,2,10.125
"70","stripetail rockfish",175.900506698774,58.6197,490.9735,75.700315,331.75271,432.3538,256.052395,38.7925367289711,-122.482294342237,200.120119247621,39.60395933812,-123.563881336405,16,0.220239787679364,94,142.75
"71","tree rockfish",60.2323,60.2323,60.2323,60.2323,60.2323,0,0,33.79222222,-118.44833333,60.2323,33.79222222,-118.44833333,1,9.8116169544741e-05,0,0.0625
"72","twoline eelpout",861.225015845257,269.3807,1271.1034,489.49517,1213.14158,1001.7227,723.64641,40.8416847729836,-123.507991668182,841.104415236959,41.6909666598956,-123.71979958087,16,0.182289084690568,74,117.9375
"73","vermilion and sunset rockfish",104.99211452514,58.1854,478.3292,60.942435,234.425055,420.1438,173.48262,34.7975325883799,-120.265465548939,111.876730852147,34.6712334950935,-120.367796085843,16,0.0169996386836322,3,11.1875
"74","white croaker",86.6100682432432,55.75,189.9085,59.92671,143.978175,134.1585,84.0514650000001,35.9164850787669,-121.097716779375,78.442208501284,37.2239419288157,-122.273953750769,16,0.0571047313227879,13,37
"75","widow rockfish",194.702326378897,63.6213,456.9101,88.28738,364.08442,393.2888,275.79704,42.3137509991847,-124.049983346882,172.012015947117,43.8448969926453,-124.496154776502,16,0.0397711237376082,12,26.0625
"76","yellowtail rockfish",144.176748429319,60.2323,343.0409,69.9679275,220.66342,282.8086,150.6954925,45.4990565007853,-124.575049083874,147.056951649654,46.4333729576777,-124.861154147246,16,0.0729434796544081,27,47.75
